지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
174,2019-03-19 14:00,18.1,,5.2,340,32,6.6,1.1,996.4,1015.6,1,,,,0,0,,,1100,,,16.9,,,,
174,2019-03-19 15:00,18.6,,4.5,340,33,7,1.9,996,1015.1,1,,,,0,0,,,1070,,,16.9,,,,
174,2019-03-19 16:00,18.9,,3.2,340,34,7.4,2.6,995.6,1014.7,1,,,,0,0,,,1072,,,16,,,,
174,2019-03-19 17:00,18.6,,4.5,340,39,8.3,4.3,995.6,1014.7,1,,,,0,0,,,851,,,13.6,,,,
174,2019-03-19 18:00,17.5,,3.6,320,43,8.5,4.7,995.7,1014.9,.8,,,,,0,,,743,,,11.8,,,,
174,2019-03-19 19:00,16.1,,2.4,320,47,8.5,4.7,996.6,1016,0,,,,0,0,,,709,,,10.1,,,,
174,2019-03-19 20:00,14.6,,2.7,340,54,8.9,5.3,997.3,1016.9,,,,,0,0,,,649,,,9.2,,,,
174,2019-03-19 21:00,12,,2.2,320,63,8.8,5.1,998.1,1017.8,,,,,0,0,,,571,,,8.3,,,,
174,2019-03-19 22:00,10.7,,2.3,320,70,9,5.4,998.2,1018.1,,,,,0,0,,,505,,,7.5,,,,
174,2019-03-19 23:00,8.5,,.7,110,78,8.6,4.8,998.4,1018.4,,,,,0,0,,,419,,,6.6,,,,
174,2019-03-20 00:00,7.7,,.5,270,83,8.7,4.9,998.6,1018.7,,,,,6,0,,,363,,,6.1,,,,
174,2019-03-20 01:00,6.9,,1,290,85,8.4,4.5,998.2,1018.3,,,,,7,3,,73,328,,,5.9,,,,
174,2019-03-20 02:00,6.1,,.4,0,91,8.5,4.7,998.1,1018.3,,,,,10,8,,71,250,,,5.5,,,,
174,2019-03-20 03:00,5.3,,.3,0,94,8.4,4.4,997.5,1017.8,,,,,6,0,,,225,,,5.2,,,,
174,2019-03-20 04:00,5.1,,.4,0,95,8.3,4.3,997.2,1017.5,,,,,10,1,,74,227,,,5.1,,,,
174,2019-03-20 05:00,4.5,,.5,290,96,8.1,3.9,996.4,1016.7,,,,,10,9,,73,206,,,4.9,,,,
174,2019-03-20 06:00,4.1,,.4,0,98,8,3.8,996.1,1016.4,,,,,10,0,,,198,,,4.2,,,,
174,2019-03-20 07:00,3.9,,0,0,100,8,3.8,996,1016.3,0,,,,10,5,,73,178,,,4.5,,,,
174,2019-03-20 08:00,5.1,,.1,0,95,8.3,4.3,996.3,1016.6,0,,,,10,2,,63,219,,,6.4,,,,
174,2019-03-20 09:00,7.3,,.5,110,86,8.8,5.1,996.3,1016.4,0,,,,10,8,,53,320,,,8.5,,,,
174,2019-03-20 10:00,10.5,,.5,70,77,9.7,6.6,995.7,1015.5,0,,,,10,9,,52,261,,,10.3,,,,
174,2019-03-20 11:00,14.6,,.7,140,57,9.4,6.1,995.2,1014.7,0,,,,10,4,,49,508,,,12.4,,,,
174,2019-03-20 12:00,15.7,,2.9,140,50,8.8,5.2,993.8,1013.2,0,,,,10,7,,42,646,,,13.8,,,,
174,2019-03-20 13:00,15.2,,2.3,160,58,9.9,6.9,993.8,1013.2,0,,,,10,3,,38,636,,,12.6,,,,
174,2019-03-20 14:00,15.4,,3.3,140,62,10.8,8.1,994.5,1013.9,0,,,,10,5,,41,671,,,13.5,,,,
174,2019-03-20 15:00,12.9,.2,5.4,140,81,12,9.7,989.7,1009.2,0,,,,10,2,,16,503,,,11.5,,,,
174,2019-03-20 16:00,13.2,,4.6,160,73,11,8.4,989.3,1008.8,0,,,,10,0,,,1011,,,10.7,,,,
174,2019-03-20 17:00,11.3,,4.6,140,91,12.1,9.8,989.3,1008.9,0,,,,10,6,,5,554,,,10.3,,,,
174,2019-03-20 18:00,11.7,.6,4.3,140,92,12.6,10.4,988,1007.6,0,,,,10,6,,4,555,,,10.1,,,,
174,2019-03-20 19:00,11.7,,4.6,110,99,13.6,11.5,987.4,1007,0,,,,10,9,,4,322,,,10.3,,,,
174,2019-03-20 20:00,12.4,,4.3,140,98,14,12,986.7,1006.2,,,,,10,8,,3,549,,,10.6,,,,
174,2019-03-20 21:00,12.7,9.3,3.3,110,100,14.6,12.6,985.9,1005.3,,,,,10,10,,2,369,,,11,,,,
174,2019-03-20 22:00,13.9,,2.2,140,100,15.8,13.8,985,1004.3,,,,,10,10,,2,569,,,11.3,,,,
174,2019-03-20 23:00,14.2,,1.1,90,100,16.1,14.1,984.7,1004,,,,,8,8,,2,490,,,11.4,,,,
174,2019-03-21 00:00,15.4,5.3,2.6,180,99,17.3,15.2,983.7,1002.9,,,,,10,10,,4,1467,,,11.9,,,,
174,2019-03-21 01:00,16.4,,2.1,250,94,17.5,15.4,983.6,1002.7,,,,,3,3,,4,925,,,12.4,,,,
174,2019-03-21 02:00,16.7,,4.7,250,88,16.6,14.6,983.4,1002.5,,,,,5,5,,5,863,,,13,,,,
174,2019-03-21 03:00,16.2,.1,3.9,320,89,16.3,14.3,983.5,1002.6,,,,,9,9,,4,968,,,12.8,,,,
174,2019-03-21 04:00,14.8,,6.1,320,91,15.3,13.3,983.8,1003.1,,,,,10,10,,3,906,,,12.6,,,,
174,2019-03-21 05:00,13.1,,2.1,90,92,13.8,11.8,984.4,1003.8,,,,,10,9,,3,1136,,,11.7,,,,
174,2019-03-21 06:00,11.2,,5.3,340,91,12,9.7,985.2,1004.8,,,,,10,10,,3,1166,,,10.7,,,,
174,2019-03-21 07:00,10.2,,2.5,360,86,10.6,7.9,985.8,1005.5,0,,,,10,6,,5,1991,,,9.4,,,,
174,2019-03-21 08:00,9.6,,2.1,360,88,10.5,7.7,986.4,1006.1,.3,,,,5,5,,4,1914,,,9.8,,,,
174,2019-03-21 09:00,9.3,,2.7,340,91,10.6,7.9,987.3,1007,0,,,,10,10,,3,1590,,,9.9,,,,
174,2019-03-21 10:00,9.7,,1.8,160,89,10.6,7.9,988,1007.8,0,,,,10,10,,3,1438,,,10.6,,,,
174,2019-03-21 11:00,9.7,,2.5,360,90,10.8,8.1,987.9,1007.7,0,,,,10,10,,3,1212,,,10.8,,,,
174,2019-03-21 12:00,10.3,,2.5,360,88,10.9,8.3,988,1007.7,0,,,,10,10,,4,1674,,,11.2,,,,
174,2019-03-21 13:00,10.7,,5.9,360,86,11,8.4,988.7,1008.4,0,,,,10,10,,4,1100,,,12,,,,
174,2019-03-21 14:00,10.5,,4.6,340,81,10.2,7.3,988.8,1008.5,.2,,,,10,9,,4,1151,,,13,,,,
174,2019-03-21 15:00,10.5,,7.1,340,73,9.2,5.8,988.9,1008.6,.2,,,,10,7,,7,1389,,,11.2,,,,
174,2019-03-21 16:00,9,,5.4,340,78,8.9,5.3,989.9,1009.7,0,,,,10,10,,6,1184,,,9.5,,,,
174,2019-03-21 17:00,8.5,,6.2,340,72,8,3.7,990.7,1010.5,0,,,,10,10,,6,1230,,,8.8,,,,
174,2019-03-21 18:00,7.7,,5.8,340,69,7.2,2.3,991,1010.9,0,,,,10,0,,,1344,,,7.3,,,,
174,2019-03-21 19:00,5.7,,4.7,360,70,6.4,.6,991.6,1011.7,0,,,,10,9,,57,1029,,,6.2,,,,
174,2019-03-21 20:00,4.9,,4,340,75,6.5,.8,991.7,1011.9,,,,,10,9,,56,710,,,5.6,,,,
174,2019-03-21 21:00,4.2,,4.2,320,75,6.2,.1,992.7,1012.9,,,,,10,10,,61,771,,,4.9,,,,
174,2019-03-21 22:00,3.9,,5.9,290,76,6.1,0,993.5,1013.8,,,,,10,10,,64,793,,,3.9,,,,
174,2019-03-21 23:00,3.5,,4.7,320,77,6.1,-.1,994.5,1014.8,,,,,10,10,,60,866,,,3.6,,,,
174,2019-03-22 00:00,3.2,,5.8,320,79,6.1,0,994.9,1015.3,,,,,9,7,,62,857,,,3.4,,,,
174,2019-03-22 01:00,3.1,,4.6,340,80,6.1,0,995.2,1015.6,,,,,10,9,,63,834,,,3.4,,,,
174,2019-03-22 02:00,3.1,,4.4,340,78,6,-.3,995.9,1016.3,,,,,10,10,,55,918,,,3.3,,,,
174,2019-03-22 03:00,2.8,,2.5,320,78,5.8,-.6,996.1,1016.5,,,,,9,9,,53,831,,,3.2,,,,
174,2019-03-22 04:00,2.5,,2.9,320,80,5.8,-.6,996.5,1017,,,,,10,10,,57,793,,,3.1,,,,
174,2019-03-22 05:00,2.4,,2.8,340,79,5.8,-.8,996.8,1017.3,,,,,10,9,,49,746,,,3,,,,
174,2019-03-22 06:00,2.3,,3.5,340,78,5.6,-1.1,997.1,1017.6,,,,,10,9,,43,674,,,3,,,,
174,2019-03-22 07:00,2.2,,4.4,320,75,5.4,-1.7,997.3,1017.8,0,,,,10,10,,43,628,,,2.7,,,,
174,2019-03-22 08:00,2.5,,4.6,320,73,5.4,-1.8,997.8,1018.3,0,,,,5,5,,42,670,,,3.5,,,,
174,2019-03-22 09:00,3.4,,3.2,320,69,5.4,-1.7,998.9,1019.3,.2,,,,10,9,,41,788,,,6,,,,
174,2019-03-22 10:00,4.2,,5.5,340,66,5.5,-1.5,999.1,1019.5,1,,,,9,9,,42,997,,,7,,,,
174,2019-03-22 11:00,5.4,,6.2,340,60,5.4,-1.7,998.4,1018.7,1,,,,2,2,,46,997,,,8.2,,,,
174,2019-03-22 12:00,7.5,,4.9,340,54,5.6,-1.2,998.3,1018.4,1,,,,0,0,,,1388,,,11.1,,,,
174,2019-03-22 13:00,8.4,,6,320,46,5.1,-2.5,997.2,1017.2,1,,,,0,0,,,1489,,,12.3,,,,
174,2019-03-22 14:00,10.2,,4.4,290,40,5,-2.8,996.4,1016.3,1,,,,0,0,,,1761,,,14.7,,,,
174,2019-03-22 15:00,10.5,,4.2,320,38,4.8,-3.2,996.3,1016.2,1,,,,0,0,,,1742,,,14.6,,,,
174,2019-03-22 16:00,10.2,,4.7,320,35,4.3,-4.6,996.4,1016.3,1,,,,0,0,,,1814,,,12.7,,,,
174,2019-03-22 17:00,9.1,,5.6,290,40,4.6,-3.8,996.6,1016.5,1,,,,0,0,,,1818,,,9.2,,,,
174,2019-03-22 18:00,7.6,,3,320,45,4.7,-3.5,997.4,1017.5,1,,,,0,0,,,1695,,,7,,,,
174,2019-03-22 19:00,5.5,,3,290,58,5.2,-2.1,998.4,1018.7,.4,,,,0,0,,,1398,,,5.2,,,,
174,2019-03-22 20:00,4.2,,2.7,290,63,5.2,-2.2,999.4,1019.8,,,,,1,0,,,1436,,,4,,,,
174,2019-03-22 21:00,3.4,,3.9,290,61,4.8,-3.4,999.9,1020.3,,,,,10,9,,72,1381,,,3.3,,,,
174,2019-03-22 22:00,2.9,,3.4,320,60,4.5,-4.1,1000.5,1021,,,,,10,10,,64,1554,,,3.2,,,,
174,2019-03-22 23:00,2.6,,3.6,320,59,4.3,-4.6,1001,1021.5,,,,,10,9,,59,1767,,,2.5,,,,
174,2019-03-23 00:00,2.5,,3.9,320,58,4.2,-4.9,1001.1,1021.6,,,,,10,10,,,1843,,,2.4,,,,
174,2019-03-23 01:00,2.4,,4,320,54,3.9,-5.9,1000.7,1021.3,,,,,10,9,,59,1963,,,1.8,,,,
174,2019-03-23 02:00,2.4,,4.1,290,52,3.8,-6.4,1001,1021.6,,,,,10,10,,59,2000,,,1.5,,,,
174,2019-03-23 03:00,2.4,,3.8,290,51,3.7,-6.7,1000.6,1021.1,,,,,10,10,,59,1985,,,1.3,,,,
174,2019-03-23 04:00,2.3,,4.1,290,50,3.6,-7,1000.3,1020.9,,,,,10,10,,59,1989,,,1.1,,,,
174,2019-03-23 05:00,2.1,,2.9,290,52,3.7,-6.7,1000.4,1021,,,,,10,10,,58,1968,,,1.1,,,,
174,2019-03-23 06:00,2.1,,3.6,290,51,3.6,-7,1001,1021.6,,,,,10,10,,54,1957,,,.9,,,,
174,2019-03-23 07:00,2,,2.8,290,51,3.6,-7,1001.9,1022.5,0,,,,10,9,,61,1972,,,.6,,,,
174,2019-03-23 08:00,2.5,,2.4,290,51,3.7,-6.6,1002.1,1022.7,.6,,,,0,0,,,1874,,,1.3,,,,
174,2019-03-23 09:00,4.3,,3.1,290,46,3.8,-6.3,1002.5,1022.9,1,,,,0,0,,,1820,,,3.7,,,,
174,2019-03-23 10:00,6.6,,2.6,340,41,4,-5.7,1002.2,1022.5,1,,,,0,0,,,1945,,,6.7,,,,
174,2019-03-23 11:00,7.9,,3.5,320,36,3.8,-6.2,1001.6,1021.7,1,,,,0,0,,,1734,,,9.8,,,,
174,2019-03-23 12:00,9.4,,2.4,340,33,3.9,-6,1000.9,1020.9,1,,,,0,0,,,1775,,,12.7,,,,
174,2019-03-23 13:00,10.5,,3.2,340,30,3.8,-6.3,999.8,1019.7,1,,,,0,0,,,1906,,,13.8,,,,
174,2019-03-23 14:00,9.2,,4.3,320,45,5.2,-2.1,999.3,1019.3,.4,,,,9,4,,16,1566,,,11.5,,,,
174,2019-03-23 15:00,5.4,.4,4.3,340,82,7.3,2.5,999,1019.3,.1,,,,10,6,,5,763,,,8.2,,,,
174,2019-03-23 16:00,5,,3.6,320,91,7.9,3.6,998.7,1019,0,,,,10,9,,5,890,,,8.4,,,,
174,2019-03-23 17:00,5.8,,3.5,340,66,6.1,0,998.9,1019.2,.1,,,,8,8,,12,1409,,,7.5,,,,
174,2019-03-23 18:00,6.4,1.6,4.8,340,45,4.3,-4.6,998.9,1019.1,.7,,,,1,1,,19,1924,,,5,,,,
174,2019-03-23 19:00,4.7,,5.1,340,38,3.2,-8.4,999.6,1020,.4,,,,0,0,,,1988,,,2.8,,,,
174,2019-03-23 20:00,3.4,,2.5,360,42,3.3,-8.3,1000.8,1021.3,,,,,0,0,,,1966,,,2.3,,,,
174,2019-03-23 21:00,2.5,,3,360,52,3.8,-6.3,1001.6,1022.2,,,,,0,0,,,1920,,,1.8,,,,
174,2019-03-23 22:00,2,,3,360,52,3.7,-6.8,1002.3,1022.9,,,,,0,0,,,1874,,,1.2,,,,
174,2019-03-23 23:00,1.6,,3.3,340,62,4.2,-4.9,1002.8,1023.5,,,,,0,0,,,1581,,,.8,,,,
174,2019-03-24 00:00,1.2,,3.2,320,66,4.4,-4.4,1003.1,1023.8,,,,,0,0,,,1489,,,.5,,,,
174,2019-03-24 01:00,1.1,,3.2,320,66,4.4,-4.5,1003.1,1023.8,,,,,0,0,,,1500,,,.3,,,,
174,2019-03-24 02:00,.7,,2.1,290,65,4.2,-5.1,1003,1023.8,,,,,0,0,,,1486,,,0,,,,
174,2019-03-24 03:00,-.9,,1.1,320,71,4.1,-5.5,1002.8,1023.7,,,,,0,0,,,1199,,,0,,,,
174,2019-03-24 04:00,-2,,1.1,320,77,4.1,-5.5,1003,1024,,,,,0,0,,,1498,,,-.3,,,,
174,2019-03-24 05:00,-2.7,,.4,0,84,4.2,-5,1003.1,1024.1,,,,,0,0,,,1282,,,-.5,,,,
174,2019-03-24 06:00,-3.3,,.8,140,88,4.2,-5,1002.9,1024,,,,,0,0,,,1186,,,-.6,,,,
174,2019-03-24 07:00,-3,,.3,0,86,4.2,-5,1003.3,1024.4,.1,,,,0,0,,,1212,,,-.6,,,,
174,2019-03-24 08:00,-.5,,.6,110,79,4.6,-3.7,1003.8,1024.6,.8,,,,0,0,,,937,,,-.3,,,,
174,2019-03-24 09:00,3.4,,3.3,270,58,4.5,-4,1003.8,1024.3,1,,,,0,0,,,1654,,,0,,,,
174,2019-03-24 10:00,5.7,,2.9,290,45,4.1,-5.3,1003.6,1024,1,,,,0,0,,,1697,,,5.9,,,,
174,2019-03-24 11:00,6.5,,3.8,320,38,3.7,-6.8,1003.1,1023.4,1,,,,2,0,,,1777,,,8.3,,,,
174,2019-03-24 12:00,8.4,,3,320,37,4.1,-5.4,1001.9,1022,1,,,,3,0,,,1549,,,12,,,,
174,2019-03-24 13:00,9.6,,3.2,290,32,3.8,-6.3,1001,1021,1,,,,0,0,,,1967,,,14.4,,,,
174,2019-03-24 14:00,11.4,,3.3,320,32,4.3,-4.7,1000,1019.8,1,,,,0,0,,,1786,,,16,,,,
174,2019-03-24 15:00,11.2,,3.8,340,29,3.8,-6.2,999.4,1019.2,1,,,,0,0,,,1947,,,14.8,,,,
174,2019-03-24 16:00,11.5,,4.4,340,29,3.9,-5.9,998.7,1018.5,1,,,,0,0,,,1782,,,13.7,,,,
174,2019-03-24 17:00,11.3,,3.7,340,28,3.8,-6.5,998.6,1018.4,1,,,,0,0,,,1738,,,10.2,,,,
174,2019-03-24 18:00,10.1,,3.1,320,34,4.2,-5,998.9,1018.8,1,,,,1,0,,,1975,,,7.4,,,,
174,2019-03-24 19:00,7.1,,2.9,290,48,4.9,-3.1,999.8,1020,.4,,,,0,0,,,1793,,,5.3,,,,
174,2019-03-24 20:00,5.5,,2.4,290,53,4.8,-3.3,1000.6,1020.9,,,,,0,0,,,1934,,,4.1,,,,
174,2019-03-24 21:00,3.9,,1.6,320,58,4.7,-3.6,1001.2,1021.6,,,,,1,0,,,1933,,,3.3,,,,
174,2019-03-24 22:00,3.6,,3,320,58,4.6,-3.9,1000.8,1021.2,,,,,0,0,,,1793,,,2.4,,,,
174,2019-03-24 23:00,2.5,,1.1,290,63,4.6,-3.8,1000.4,1020.9,,,,,5,1,,74,1967,,,2,,,,
174,2019-03-25 00:00,1.8,,2,290,67,4.7,-3.6,1000.5,1021.1,,,,,5,4,,70,1871,,,1.6,,,,
174,2019-03-25 01:00,.4,,1,270,74,4.6,-3.7,1000.4,1021.1,,,,,6,2,,73,1593,,,1.4,,,,
174,2019-03-25 02:00,-.8,,.6,110,79,4.6,-3.9,1000.2,1021,,,,,3,1,,,1598,,,.9,,,,
174,2019-03-25 03:00,-.7,,.4,0,79,4.6,-3.8,999.7,1020.5,,,,,7,7,,66,1651,,,.8,,,,
174,2019-03-25 04:00,-1.7,,.4,0,87,4.7,-3.5,999.4,1020.3,,,,,5,3,,67,1267,,,.7,,,,
174,2019-03-25 05:00,-2,,.5,110,91,4.8,-3.2,999.1,1020,,,,,9,9,,64,1281,,,.6,,,,
174,2019-03-25 06:00,-2.1,,.3,0,91,4.8,-3.3,998.8,1019.7,,,,,6,6,,67,1241,,,.4,,,,
174,2019-03-25 07:00,-1.9,,.3,0,92,4.9,-3,999.3,1020.2,0,,,,10,9,,64,1337,,,.6,,,,
174,2019-03-25 08:00,.1,,.4,0,85,5.2,-2.1,999.5,1020.2,0,,,,8,8,,61,1170,,,2.5,,,,
174,2019-03-25 09:00,3.7,,.4,0,70,5.6,-1.2,999.5,1019.9,0,,,,9,4,,63,1449,,,5.7,,,,
174,2019-03-25 10:00,6.7,,.6,200,58,5.7,-.9,999.5,1019.7,0,,,,9,1,,10,1712,,,8.3,,,,
174,2019-03-25 11:00,9.6,,1.6,160,48,5.8,-.8,999,1019,.3,,,,8,1,,11,750,,,12.1,,,,
174,2019-03-25 12:00,11,,1.9,180,44,5.8,-.8,998.8,1018.7,.9,,,,8,3,,48,685,,,14.7,,,,
174,2019-03-25 13:00,12,,1.7,180,47,6.6,1,998.1,1017.8,1,,,,8,6,,46,642,,,16.2,,,,
174,2019-03-25 14:00,12.4,,2.7,200,47,6.7,1.3,997.4,1017.1,.8,,,,7,7,,45,612,,,17.3,,,,
174,2019-03-25 15:00,13.3,,2.6,230,47,7.2,2.2,996.6,1016.2,.8,,,,8,8,,45,586,,,17,,,,
174,2019-03-25 16:00,12.4,,2.9,180,47,6.7,1.3,996.3,1016,.5,,,,8,7,,46,595,,,14.8,,,,
174,2019-03-25 17:00,11.5,,4.3,200,49,6.6,1.1,996.3,1016.1,.4,,,,8,8,,46,783,,,12.5,,,,
174,2019-03-25 18:00,10.7,,3.3,200,52,6.7,1.2,996.6,1016.4,0,,,,7,7,,45,994,,,10.1,,,,
174,2019-03-25 19:00,8.5,,1.1,50,62,6.9,1.6,996.9,1016.9,0,,,,3,3,,45,883,,,7.9,,,,
174,2019-03-25 20:00,6.8,,.9,270,70,6.9,1.7,997,1017.1,,,,,6,6,,46,966,,,6.4,,,,
174,2019-03-25 21:00,5.6,,.6,70,75,6.8,1.5,997.6,1017.9,,,,,6,6,,49,675,,,5.9,,,,
174,2019-03-25 22:00,4.6,,.3,0,81,6.9,1.6,997.8,1018.2,,,,,8,8,,51,700,,,5.5,,,,
174,2019-03-25 23:00,3.7,,.4,0,86,6.8,1.5,998.1,1018.5,,,,,6,6,,51,518,,,4.8,,,,
174,2019-03-26 00:00,3.2,,.1,0,90,6.9,1.7,998,1018.4,,,,,6,6,,,670,,,3.6,,,,
174,2019-03-26 01:00,2.4,,.3,0,96,7,1.8,997.7,1018.2,,,,,3,3,,58,625,,,3.1,,,,
174,2019-03-26 02:00,4.8,,2.2,320,83,7.1,2.1,997.6,1017.9,,,,,0,0,,,1322,,,2.8,,,,
174,2019-03-26 03:00,3.6,,1.9,270,87,6.9,1.6,997.4,1017.8,,,,,0,0,,,946,,,2.6,,,,
174,2019-03-26 04:00,1.4,,1.2,290,97,6.5,.9,997,1017.6,,,,,0,0,,,648,,,2,,,,
174,2019-03-26 05:00,.1,,.6,160,100,6.1,0,997,1017.7,,,,,0,0,,,529,,,1.6,,,,
174,2019-03-26 06:00,.3,,.2,0,100,6.2,.2,997.5,1018.2,,,,,0,0,,,583,,,1.4,,,,
174,2019-03-26 07:00,.1,,.1,0,100,6.1,0,998,1018.7,0,,,,5,1,,14,513,,,1.7,,,,
174,2019-03-26 08:00,2.8,,.2,0,92,6.9,1.6,998.5,1019,.5,,,,9,4,,9,565,,,3.9,,,,
174,2019-03-26 09:00,9.1,,1.3,290,84,9.7,6.5,999,1019,.3,,,,8,8,,5,413,,,7.2,,,,
174,2019-03-26 10:00,10.8,,3.7,340,77,9.9,6.9,998.7,1018.6,.3,,,,8,8,,5,374,,,10.7,,,,
174,2019-03-26 11:00,12.3,,4.3,290,68,9.7,6.5,999.1,1018.8,1,,,,1,1,,,504,,,12.9,,,,
174,2019-03-26 12:00,14.5,,2.8,290,61,10,7,998.8,1018.3,1,,,,0,0,,,607,,,16.1,,,,
174,2019-03-26 13:00,17.1,,4,320,37,7.2,2.2,998.5,1017.8,1,,,,0,0,,,778,,,17.8,,,,
174,2019-03-26 14:00,18.2,,3.5,320,36,7.5,2.8,997.9,1017.1,1,,,,0,0,,,1083,,,19.3,,,,
174,2019-03-26 15:00,18.9,,3.5,320,29,6.3,.4,997.5,1016.6,1,,,,,0,,,1383,,,19,,,,
174,2019-03-26 16:00,19.2,,3.7,320,27,6,-.2,997.6,1016.7,1,,,,0,0,,,1278,,,17.3,,,,
174,2019-03-26 17:00,18.4,,3.7,290,28,5.9,-.4,997.5,1016.7,1,,,,0,0,,,1333,,,13.7,,,,
174,2019-03-26 18:00,17.6,,1.6,290,31,6.2,.2,997.7,1017,1,,,,0,0,,,1151,,,11.6,,,,
174,2019-03-26 19:00,13.2,,.7,290,39,5.9,-.4,998,1017.6,.3,,,,0,0,,,721,,,9.4,,,,
174,2019-03-26 20:00,9.9,,.3,0,50,6.1,0,998.6,1018.6,,,,,0,0,,,1105,,,7.8,,,,
174,2019-03-26 21:00,7.5,,0,0,61,6.3,.4,999.2,1019.3,,,,,0,0,,,881,,,6.6,,,,
174,2019-03-26 22:00,6,,.4,0,68,6.3,.5,999.5,1019.8,,,,,0,0,,,983,,,5.6,,,,
174,2019-03-26 23:00,4.6,,.1,0,73,6.2,.1,999.9,1020.3,,,,,3,0,,,1051,,,4.8,,,,
174,2019-03-27 00:00,3.8,,.4,0,78,6.2,.3,999.8,1020.2,,,,,1,0,,,953,,,4.3,,,,
174,2019-03-27 01:00,2.8,,.4,0,81,6.1,-.1,999.6,1020.1,,,,,1,0,,,1003,,,3.7,,,,
174,2019-03-27 02:00,2.5,,.3,0,82,6,-.2,999.5,1020,,,,,1,0,,,1003,,,3.2,,,,
174,2019-03-27 03:00,1.9,,.3,0,86,6,-.2,999.3,1019.9,,,,,1,0,,,690,,,2.9,,,,
174,2019-03-27 04:00,1.5,,.8,90,88,6,-.2,999,1019.6,,,,,1,0,,,735,,,2.7,,,,
174,2019-03-27 05:00,1.5,,.5,110,90,6.1,0,998.8,1019.4,,,,,5,0,,,648,,,2.6,,,,
174,2019-03-27 06:00,1.6,,.5,290,94,6.4,.7,998.4,1019,,,,,6,0,,,599,,,2.4,,,,
174,2019-03-27 07:00,2.1,,.5,90,90,6.4,.6,998.6,1019.1,0,,,,5,0,,,532,,,2.7,,,,
174,2019-03-27 08:00,5.2,,.2,0,83,7.3,2.5,998.5,1018.8,.6,,,,1,0,,,537,,,5.1,,,,
174,2019-03-27 09:00,11.3,,.5,110,68,9,5.5,998,1017.8,1,,,,0,0,,,689,,,8.6,,,,
174,2019-03-27 10:00,15.6,,1.5,180,53,9.3,6,997.6,1017.1,1,,,,0,0,,,874,,,12.8,,,,
174,2019-03-27 11:00,16.8,,3.8,160,44,8.4,4.4,996.9,1016.2,1,,,,6,0,,,841,,,15.7,,,,
174,2019-03-27 12:00,18.5,,4.5,160,39,8.2,4.2,995.7,1014.8,1,,,,6,0,,,890,,,18.2,,,,
174,2019-03-27 13:00,18.2,,6.4,180,41,8.5,4.7,994.7,1013.8,1,,,,1,0,,,966,,,19.4,,,,
174,2019-03-27 14:00,20,,2.5,230,37,8.6,4.8,993.9,1013,1,,,,6,0,,,1178,,,21.2,,,,
174,2019-03-27 15:00,20,,2.9,230,31,7.2,2.3,992.8,1011.9,1,,,,0,0,,,1514,,,21.2,,,,
174,2019-03-27 16:00,18.9,,3.5,230,31,6.7,1.3,992.3,1011.3,1,,,,0,0,,,1533,,,18.8,,,,
174,2019-03-27 17:00,18.6,,3.4,250,26,5.6,-1.3,992,1011,1,,,,2,0,,,1698,,,15.2,,,,
174,2019-03-27 18:00,17.1,,4.6,250,29,5.6,-1.1,992.6,1011.8,.7,,,,7,0,,,1792,,,11.9,,,,
174,2019-03-27 19:00,14.9,,3.1,290,42,7.1,2,992.8,1012.3,0,,,,6,0,,,1736,,,9.9,,,,
174,2019-03-27 20:00,13.9,,3.7,270,56,8.8,5.2,993.1,1012.6,,,,,7,0,,,1501,,,9.6,,,,
174,2019-03-27 21:00,12.7,,1.7,250,67,9.8,6.7,993.6,1013.2,,,,,6,0,,,1355,,,9.1,,,,
174,2019-03-27 22:00,12.8,,1.9,270,73,10.7,8,993.9,1013.5,,,,,7,0,,,1191,,,9,,,,
174,2019-03-27 23:00,12.7,,1.2,90,75,10.9,8.3,993.7,1013.3,,,,,6,6,,8,1021,,,9.4,,,,
174,2019-03-28 00:00,12.8,,.7,20,77,11.3,8.8,993.3,1012.9,,,,,7,7,,7,836,,,9.6,,,,
174,2019-03-28 01:00,12.4,,2.7,340,82,11.8,9.4,992.8,1012.4,,,,,6,6,,7,650,,,9.3,,,,
174,2019-03-28 02:00,11.9,,1.7,20,84,11.6,9.2,992.7,1012.3,,,,,8,8,,7,527,,,9.1,,,,
174,2019-03-28 03:00,12,,1.6,360,82,11.5,9,992.6,1012.2,,,,,7,7,,5,455,,,9.5,,,,
174,2019-03-28 04:00,11.5,,3,320,84,11.3,8.8,992.2,1011.9,,,,,8,3,,8,334,,,8.7,,,,
174,2019-03-28 05:00,10.4,,1.2,340,89,11.2,8.6,991.9,1011.7,,,,,8,8,,57,278,,,8.3,,,,
174,2019-03-28 06:00,10,,1.5,360,90,11,8.4,992.4,1012.2,,,,,8,8,,52,265,,,8.1,,,,
174,2019-03-28 07:00,10,,2.8,340,91,11.1,8.5,992.9,1012.7,0,,,,9,9,,50,247,,,8.3,,,,
